Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Variación consumo 2020 respecto a 2019 (%),Variación consumo 2019 respecto a 2018 (%),Variación precio 2020 respecto a 2019 (%),Variación precio 2019 respecto a 2018 (%)
06-2020,2020,6,Murcia,MANZANAS,859.3,1365.4,1.59,67.53,0.62,21.80704788365037,-1.3908108637005259,40.31157513975667,-23.9060398486128
06-2020,2020,6,Murcia,PERAS,289.02,618.39,2.14,36.38,0.21,-34.36882621431978,28.238206173558545,-11.131709420133655,24.986528720767325
06-2020,2020,6,Murcia,MELOCOTONES,589.82,1271.69,2.16,50.26,0.42,-1.7637947402608083,-55.38970205810239,17.30483631432816,-48.70058582474472
06-2020,2020,6,Murcia,NECTARINAS,155.74,331.39,2.13,25.84,0.11,-41.75330989602812,-17.429436106478907,-40.88865898469552,4.02078114852954
06-2020,2020,6,Murcia,ALBARICOQUES,341.84,808.05,2.36,32.26,0.25,-38.11954672169726,-13.064962860380222,-32.41977435622946,-6.993621655258235
06-2020,2020,6,Murcia,FRESAS/FRESON,130.54,369.83,2.83,17.33,0.09,139.83097556494576,-63.970344873237565,148.30804350745265,-61.8991583740503
06-2020,2020,6,Murcia,MELON,1212.94,1503.75,1.24,56.46,0.87,-0.01731030787619308,31.31034333463221,17.87091615977927,39.02922778492186
06-2020,2020,6,Murcia,SANDIA,3813.32,3435.04,0.9,68.19,2.75,73.9431094568212,-4.114418177444386,89.89557247182005,-12.363682168101507
06-2020,2020,6,Murcia,CIRUELAS,302.77,621.65,2.05,30.6,0.22,63.04254173397954,64.16195190947664,57.53129593026202,69.35027036305897
06-2020,2020,6,Murcia,CEREZAS,420.85,2189.59,5.2,48.79,0.3,-26.614703215456508,11.769864935976141,6.179957811022478,17.597244478406918
06-2020,2020,6,Murcia,UVAS,27.13,92.6,3.41,6.45,0.02,-9.355162044771136,-44.9310027598896,-25.466838377334195,-36.323099789862134
06-2020,2020,6,Murcia,KIWI,264.28,969.92,3.67,25.46,0.19,91.68782186117355,-16.34101941747573,147.89020369565773,-24.64128194757421
06-2020,2020,6,Murcia,AGUACATE,210.97,827.6,3.92,37.68,0.15,117.56213261833557,31.39566395663957,115.63314226159459,35.92095477564897
06-2020,2020,6,Murcia,PIÑA,231.65,352.64,1.52,18.71,0.17,-11.054369528490245,-6.147747747747748,-2.19115770788263,-2.0591111594045377
06-2020,2020,6,Murcia,OTRAS FRUTAS FRESCAS,503.69,1219.75,2.42,43.15,0.36,18.38159255429162,-66.27804680874672,10.298771996455256,-61.93606790418791
06-2020,2020,6,Murcia,POMELO,20.76,47.21,2.27,3.84,0.01,-22.276301010857352,-65.53993033157012,3.781050780391292,-43.434469037552844
06-2020,2020,6,Murcia,FRUTAS IV GAMA,400.75,741.07,1.85,19.76,0.29,41.32313009133547,-8.048250591783129,21.85043901476538,10.779599271402542
06-2020,2020,6,Navarra,T.FRUTAS FRESCAS,6188.89,11851.16,1.91,96.03,10.78,20.56592379022833,-7.880049530714434,32.20529193314303,-4.264221994149624
06-2020,2020,6,Navarra,NARANJAS,1344.3,1831.34,1.36,47.42,2.34,63.885062235605346,-36.97744996350505,112.82277745496802,-35.48314539347409
06-2020,2020,6,Navarra,MANDARINAS,11.49,16.63,1.45,8.27,0.02,-91.60026317713283,29.217834876251647,-88.4449694274597,-3.803221709778775
06-2020,2020,6,Navarra,LIMONES,204.1,407.16,1.99,53.26,0.36,68.94296829732637,3.3624229979466183,94.4969905417025,-15.315533980582519
06-2020,2020,6,Navarra,PLATANOS,606.89,1098.76,1.81,79.4,1.06,5.1765969983709414,2.7402382351370096,8.128641158872622,0.3347255546669023
06-2020,2020,6,Navarra,MANZANAS,606.53,1019.34,1.68,76.08,1.06,-0.7153380258634809,65.12149633754086,31.984151646985705,7.08521671611991
06-2020,2020,6,Navarra,PERAS,147.67,297.97,2.02,43.02,0.26,40.90648854961832,4.936417342545301,94.43393148450247,-12.707906128958763
06-2020,2020,6,Navarra,MELOCOTONES,241.35,586.65,2.43,49.64,0.42,49.28558174058268,31.65309446254071,82.59773406374504,28.071434266124513
06-2020,2020,6,Navarra,NECTARINAS,269.44,512.5,1.9,52.01,0.47,83.25511800312862,9.242885801322533,77.72306411901376,7.96735182897152
06-2020,2020,6,Navarra,ALBARICOQUES,269.84,669.48,2.48,52.9,0.47,55.11611864796503,-28.91467799934619,89.2951056069217,-24.062781809593332
06-2020,2020,6,Navarra,FRESAS/FRESON,84.92,301.75,3.55,25.48,0.15,22.575057736720556,-36.972343522561864,17.043559210271127,-21.631151776757765
06-2020,2020,6,Navarra,MELON,530.5,897.29,1.69,48.35,0.92,7.645793596039123,-23.379975124378117,14.39626706783788,12.998818682110242
06-2020,2020,6,Navarra,SANDIA,838.21,823.62,0.98,55.66,1.46,21.749676819614507,-5.546714226917266,45.76055216352536,-23.375778039949555
06-2020,2020,6,Navarra,CIRUELAS,15.34,34.03,2.22,10.56,0.03,60.125260960334025,-74.71628397994195,58.57409133271202,-69.534355479841
06-2020,2020,6,Navarra,CEREZAS,297.19,1215.67,4.09,42.92,0.52,-32.70306378931637,7.181690209213152,-22.022450288646564,20.196755689878497
06-2020,2020,6,Navarra,UVAS,21.99,64.42,2.93,10.16,0.04,276.541095890411,-37.068965517241374,180.819529206626,-17.511686443725267
06-2020,2020,6,Navarra,KIWI,243.34,863.53,3.55,34.53,0.42,64.30790006752196,-7.25200400801604,65.65569367710252,-11.170185573334708
06-2020,2020,6,Navarra,AGUACATE,91.57,363.03,3.96,43.08,0.16,-19.555477466397264,21.044236495108454,-27.02034416211001,34.73456121343445
06-2020,2020,6,Navarra,PIÑA,113.57,235.51,2.07,24.58,0.2,113.39721909056746,-65.96969115672357,114.119465405946,-49.72575189688271
06-2020,2020,6,Navarra,OTRAS FRUTAS FRESCAS,250.65,612.49,2.44,47.2,0.44,-2.550445161541143,57.681461500735644,21.031103031261118,23.72197638315039
06-2020,2020,6,Navarra,POMELO,10.25,22.44,2.19,4.74,0.02,113.54166666666667,-64.70588235294117,134.23799582463468,-55.04458000938526
06-2020,2020,6,Navarra,FRUTAS IV GAMA,331.38,668.82,2.02,38.39,0.58,95.82791632194775,-22.7023570253974,69.7857432981316,4.393915301849802
06-2020,2020,6,Pais Vasco,T.FRUTAS FRESCAS,22219.73,43357.87,1.95,97.85,10.96,3.1429745179910458,2.3110233453203954,17.99774443415723,-1.1343887885440032
06-2020,2020,6,Pais Vasco,NARANJAS,2796.16,3897.23,1.39,46.93,1.38,-22.983953154006755,9.875949144899506,15.668833288813694,-12.824227997774864
06-2020,2020,6,Pais Vasco,MANDARINAS,97.06,236.73,2.44,9.5,0.05,-76.49252827629634,164.74095922031287,-66.41889495708917,157.22469532219222
06-2020,2020,6,Pais Vasco,LIMONES,540.85,1138.87,2.11,43.48,0.27,53.72481027769095,-12.7816753018171,100.32541204200452,-34.64876484314829
06-2020,2020,6,Pais Vasco,PLATANOS,2694.82,4708.09,1.75,83.63,1.33,2.0892763110540367,22.137959115684673,8.490835603117329,7.550242009234272
06-2020,2020,6,Pais Vasco,MANZANAS,2138.72,3131.86,1.46,62.68,1.06,28.54352359944945,-12.204169722809997,34.5948222512549,-29.252660383095165
06-2020,2020,6,Pais Vasco,PERAS,729.78,1568.99,2.15,36.59,0.36,4.684989671792513,-0.9252021659110599,34.949468885735165,-3.068880996448397
06-2020,2020,6,Pais Vasco,MELOCOTONES,1365.31,2946.2,2.16,57.23,0.67,37.65842248011212,8.476337347289213,56.51213072603735,8.580113747793684
06-2020,2020,6,Pais Vasco,NECTARINAS,1441.42,2635.88,1.83,57.75,0.71,28.459646371025254,-4.619909386873858,36.52740513606746,0.3143494006578051
06-2020,2020,6,Pais Vasco,ALBARICOQUES,955.19,1951.79,2.04,50.64,0.47,6.789571361491851,-27.783429411099803,26.810426601868564,-34.73159271808224
06-2020,2020,6,Pais Vasco,FRESAS/FRESON,258.54,647.25,2.5,25.95,0.13,15.947618620504095,-19.98421071518284,11.471824193992838,-20.592981592407213
06-2020,2020,6,Pais Vasco,MELON,2087.23,3600.8,1.73,54.89,1.03,25.630793306849643,-15.607141950067305,58.54592847644797,-9.807752639876743
06-2020,2020,6,Pais Vasco,SANDIA,2878.76,3172.21,1.1,46.61,1.42,-2.698244772002877,10.90705982463835,20.743061159239364,8.103081499890955
06-2020,2020,6,Pais Vasco,CIRUELAS,184.3,368.29,2.0,21.77,0.09,69.4712643678161,-15.171606864274564,76.22374276281163,-23.103245271911092
06-2020,2020,6,Pais Vasco,CEREZAS,1051.84,4945.67,4.7,56.78,0.52,-37.87050053751374,16.220223793505866,-27.133684576533884,39.83431640580737
06-2020,2020,6,Pais Vasco,UVAS,93.66,331.12,3.54,10.83,0.05,19.769820971867,0.08959426596698758,103.2658072437078,-38.936162237133104
06-2020,2020,6,Pais Vasco,KIWI,611.13,2559.84,4.19,39.31,0.3,-2.21607091426926,1.568264183446277,34.6752597658819,-5.014267224362719
06-2020,2020,6,Pais Vasco,AGUACATE,285.65,1117.16,3.91,31.25,0.14,24.58565945568736,0.14851052677557589,38.37026394342124,-4.654101419495025
06-2020,2020,6,Pais Vasco,PIÑA,493.03,796.09,1.61,24.99,0.24,19.690716644008535,0.2140910860256898,1.508428327340428,23.739349952666462
06-2020,2020,6,Pais Vasco,OTRAS FRUTAS FRESCAS,1516.28,3603.83,2.38,56.55,0.75,31.93418430830005,-9.49489699489699,29.172311949360914,-8.937384129305173
06-2020,2020,6,Pais Vasco,POMELO,296.72,555.84,1.87,9.46,0.15,210.14947214382772,-32.11041725801873,220.92378752886842,-34.619304669510406
06-2020,2020,6,Pais Vasco,FRUTAS IV GAMA,977.25,1729.07,1.77,27.07,0.48,-36.84649287200631,60.517416651106835,-18.85576715504539,39.69279987413055
06-2020,2020,6,Valencia,T.FRUTAS FRESCAS,43709.98,78115.91,1.79,95.94,9.38,4.875023273580215,6.248194809872865,20.33716813886639,7.831720973283178
06-2020,2020,6,Valencia,NARANJAS,3572.78,4733.29,1.32,32.39,0.77,-24.524897966081642,17.18869138981037,8.900387443517003,8.989876953707808
06-2020,2020,6,Valencia,MANDARINAS,31.67,56.35,1.78,1.09,0.01,-87.35274150393354,34.37617386638047,-82.93355139620813,38.63206953016754
06-2020,2020,6,Valencia,LIMONES,1055.88,1788.65,1.69,39.8,0.23,7.571620685439521,14.735242548217412,36.27913355530328,-21.19259775194543
06-2020,2020,6,Valencia,PLATANOS,5748.93,8513.82,1.48,79.82,1.23,17.458381346997832,9.012185370873137,13.486429060817953,7.532057254414061
06-2020,2020,6,Valencia,MANZANAS,3406.75,5102.2,1.5,60.66,0.73,34.69194912406249,-5.140716182360978,35.50220428108567,-15.46007063329733
06-2020,2020,6,Valencia,PERAS,1518.86,3006.24,1.98,39.78,0.33,27.489591727101804,-9.522688437440676,61.030167980802176,-11.178776690899403
06-2020,2020,6,Valencia,MELOCOTONES,2484.28,5394.99,2.17,48.76,0.53,5.468099920186127,17.544201086875155,34.074326272155226,12.380675756441699
06-2020,2020,6,Valencia,NECTARINAS,1198.51,2057.66,1.72,33.72,0.26,14.366006336119694,-6.907579149344419,19.443202860609148,-0.25245068236955653
06-2020,2020,6,Valencia,ALBARICOQUES,1349.13,3072.51,2.28,33.56,0.29,-47.27983931474302,20.51274806212502,-35.50377215115473,28.163421235290624
06-2020,2020,6,Valencia,FRESAS/FRESON,458.6,1499.57,3.27,22.16,0.1,3.144258018082861,-10.767254701266378,1.2320092890125023,14.171644379359504
06-2020,2020,6,Valencia,MELON,4562.63,6251.58,1.37,52.89,0.98,32.28618812082133,-18.61969704119673,45.55686458949369,-0.9848628062134943
06-2020,2020,6,Valencia,SANDIA,10341.93,10636.45,1.03,59.35,2.22,0.23891956019415614,18.206951072105785,18.08109683328246,13.93907733095869
06-2020,2020,6,Valencia,CIRUELAS,645.24,1313.54,2.04,25.07,0.14,36.3682475272635,29.505145609809507,25.81439230673448,47.50770013280963
06-2020,2020,6,Valencia,CEREZAS,2281.03,10374.6,4.55,51.85,0.49,-6.1462880748515545,2.500073804472962,17.100491333100827,19.42455061973026
06-2020,2020,6,Valencia,UVAS,158.34,635.93,4.02,10.43,0.03,70.66178055615434,-7.349710405432394,70.2304788928447,1.3758480325644487
06-2020,2020,6,Valencia,KIWI,881.71,3301.32,3.74,33.83,0.19,0.035171318357165776,18.440678877138293,17.89923289001901,17.420220572818387
06-2020,2020,6,Valencia,AGUACATE,795.02,2985.6,3.76,39.26,0.17,60.07006664384802,14.064258319362471,69.9134383910126,16.174652394396002
06-2020,2020,6,Valencia,PIÑA,917.49,1482.85,1.62,18.87,0.2,46.28114985411584,-27.794022840302073,62.06010928961747,-3.2790004439652423
06-2020,2020,6,Valencia,OTRAS FRUTAS FRESCAS,2301.21,5908.75,2.57,50.99,0.49,19.710660611451853,-7.1531725600243385,24.476760475850405,-2.568749717776211
06-2020,2020,6,Valencia,POMELO,202.67,460.37,2.27,5.07,0.04,49.704535381888014,-22.01163661501239,15.282716482195632,46.45005134223264
06-2020,2020,6,Valencia,FRUTAS IV GAMA,1854.7,3947.11,2.13,27.41,0.4,-11.781353602328771,4.367531932426854,16.252856907235923,14.501160092807424
07-2020,2020,7,Total Nacional,TOMATES,74111.99,120124.2,1.62,0.0,1.67,5.124717177280684,8.758737062174998,5.332282268721204,23.74915456472115
07-2020,2020,7,Total Nacional,CEBOLLAS,28290.45,35155.54,1.24,0.0,0.64,-5.153384887409575,8.19258028138157,-8.815609345147642,26.529679930713506
07-2020,2020,7,Total Nacional,LECHUGA/ESC./ENDIVIA,17223.53,47468.82,2.76,0.0,0.39,-8.05015524700717,27.60557987951634,-3.900264336515756,21.969990100738386
07-2020,2020,7,Total Nacional,PIMIENTOS,22940.5,44005.62,1.92,0.0,0.52,19.617461891666686,-5.65186932899364,8.728471732354587,4.668354548228743
07-2020,2020,7,Total Nacional,JUDIAS VERDES,9266.35,31458.49,3.39,0.0,0.21,6.588915447562206,-4.191380515017861,23.32866156888959,4.447094172867745
07-2020,2020,7,Total Nacional,COLES,3315.25,3749.59,1.13,0.0,0.07,-22.265183524744298,16.34299307368518,-19.58484083563703,24.403102347037052
07-2020,2020,7,Total Nacional,NARANJAS,33012.21,46053.61,1.4,0.0,0.74,-16.93982100358461,9.840596127756344,23.109620189143566,-5.208720815321214
07-2020,2020,7,Total Nacional,MANDARINAS,718.23,1521.53,2.12,0.0,0.02,-41.327310007924,63.6428046253593,-21.977621889934976,59.10514979439982
07-2020,2020,7,Total Nacional,LIMONES,9894.6,18370.43,1.86,0.0,0.22,1.3459740105436835,-1.232770699187144,20.728864564048873,-24.749155940463076
07-2020,2020,7,Total Nacional,PLATANOS,42572.49,67823.14,1.59,0.0,0.96,8.958043753168788,11.721975268822744,18.62586466328483,-2.1349255852837086
07-2020,2020,7,Total Nacional,MANZANAS,25733.46,41543.94,1.61,0.0,0.58,4.732558858865702,19.422258232120296,13.78254093893192,-3.232791292575871
07-2020,2020,7,Total Nacional,PERAS,10791.59,20791.84,1.93,0.0,0.24,5.846287539735545,6.336025231460477,28.480388855142692,-0.04496555626037685
07-2020,2020,7,Total Nacional,MELOCOTONES,34279.57,65720.55,1.92,0.0,0.77,13.009062266862308,-5.4559366910869755,32.4397219917623,-3.855637145680356
07-2020,2020,7,Total Nacional,ALBARICOQUES,6350.3,14606.3,2.3,0.0,0.14,-21.644281845159135,-21.16953250992622,-6.84698244249007,-19.22977267259982
07-2020,2020,7,Total Nacional,FRESAS/FRESON,1885.53,7824.46,4.15,0.0,0.04,7.838236639824301,7.328631321780878,3.702947752638482,40.11298071119909
07-2020,2020,7,Total Nacional,MELON,75112.25,84902.47,1.13,0.0,1.69,-2.2941138747437853,17.413720029293913,13.273643817720396,11.14646611885353
07-2020,2020,7,Total Nacional,SANDIA,121701.3,90727.77,0.75,0.0,2.74,18.205835245942236,12.37774919016105,13.73758953623558,25.44059444553475
07-2020,2020,7,Total Nacional,CIRUELAS,10601.36,21042.86,1.98,0.0,0.24,-5.075482172597197,51.71422594255938,16.030104175799224,33.5548238815071
07-2020,2020,7,Total Nacional,CEREZAS,9249.03,47511.59,5.14,0.0,0.21,-37.63743117484522,-36.74275334038796,-19.27625625626306,-11.429032342530286
07-2020,2020,7,Total Nacional,UVAS,3613.12,11736.25,3.25,0.0,0.08,67.32287657974318,13.789996205893504,91.15160853192958,6.152228938159589
07-2020,2020,7,Total Nacional,KIWI,9410.67,34961.04,3.72,0.0,0.21,14.94636014857683,-4.716897687464347,32.59030359849088,-5.749727983849167
07-2020,2020,7,Total Nacional,PATATAS FRESCAS,90175.98,79025.45,0.88,0.0,2.03,8.3598066451868,7.19522523561134,3.8750530545138084,14.294872180089676
07-2020,2020,7,Total Nacional,T.HORTALIZAS FRESCAS,242399.04,448389.61,1.85,0.0,5.46,2.8725272353336013,4.973463326768435,3.6879326972950195,14.203947903379314
07-2020,2020,7,Total Nacional,T.FRUTAS FRESCAS,451789.94,702647.2,1.56,0.0,10.18,4.750003727077914,5.868466583232535,16.736217462339066,2.0606144996154954
08-2020,2020,8,Total Nacional,TOMATES,64452.71,105649.3,1.64,0.0,1.45,-2.1744290915095794,-1.9874057776329916,-1.0783606895066498,8.104272680150093
08-2020,2020,8,Total Nacional,CEBOLLAS,26491.05,33939.18,1.28,0.0,0.6,-15.058703043657266,14.183765410470533,-10.830400789461647,19.748731845243427
08-2020,2020,8,Total Nacional,LECHUGA/ESC./ENDIVIA,15760.23,41983.69,2.66,0.0,0.36,2.4843642095488496,19.849990530886068,1.1819509963786896,13.389018662218547
08-2020,2020,8,Total Nacional,PIMIENTOS,23015.39,44520.41,1.93,0.0,0.52,13.044966723151353,-2.9889292211573135,13.46797974314472,3.3634392149920282
08-2020,2020,8,Total Nacional,JUDIAS VERDES,6575.16,26406.77,4.02,0.0,0.15,-28.30252870555138,-0.114037753358225,-13.105612135770578,32.33902515179611
08-2020,2020,8,Total Nacional,COLES,3460.95,3770.14,1.09,0.0,0.08,-15.316424104215406,51.333217310163256,-14.420224224306025,63.02506392726169
08-2020,2020,8,Total Nacional,NARANJAS,22936.44,39001.81,1.7,0.0,0.52,-18.11300802181517,0.7254712920286188,33.30729973985774,-12.559516142095761
08-2020,2020,8,Total Nacional,MANDARINAS,1499.96,3048.43,2.03,0.0,0.03,59.651737057220714,26.950153363870978,61.017414682843594,16.449132734653713
08-2020,2020,8,Total Nacional,LIMONES,9354.49,18078.57,1.93,0.0,0.21,8.50918463458656,-0.4494309363683402,23.530533177541358,-21.81605947041838
08-2020,2020,8,Total Nacional,PLATANOS,36262.03,58853.52,1.62,0.0,0.82,1.3020467399244937,18.06270168578311,13.110326806831797,1.5080488383004373
08-2020,2020,8,Total Nacional,MANZANAS,25307.8,40563.22,1.6,0.0,0.57,14.367082915886565,21.277491295462134,23.793468093515255,-6.146975877711827
08-2020,2020,8,Total Nacional,PERAS,13387.91,24549.24,1.83,0.0,0.3,0.6750568124564822,0.89582225284084,16.07178233621198,-2.836970009082314
08-2020,2020,8,Total Nacional,MELOCOTONES,31865.5,59874.19,1.88,0.0,0.72,4.084361067931579,-8.00865254543367,24.076670576386668,-6.899257425121745
08-2020,2020,8,Total Nacional,ALBARICOQUES,1597.27,3676.89,2.3,0.0,0.04,-28.241610135226203,-2.2677877543851985,-15.329756367153328,-6.863123579118946
08-2020,2020,8,Total Nacional,FRESAS/FRESON,1312.5,6074.11,4.63,0.0,0.03,1.7512849733702287,16.21543700954114,4.319368805398267,31.397332611197605
08-2020,2020,8,Total Nacional,MELON,81329.97,80985.69,1.0,0.0,1.83,-2.8196065728048474,14.630880076397137,21.523516929791555,-1.2991715835411328
08-2020,2020,8,Total Nacional,SANDIA,99670.37,66535.96,0.67,0.0,2.25,22.13118681247852,-4.923361905510843,11.870793661682457,5.607827616019385
08-2020,2020,8,Total Nacional,CIRUELAS,11904.57,24050.41,2.02,0.0,0.27,-22.04296075878743,20.62177082568127,-1.8438351837121452,3.5527680984550862
08-2020,2020,8,Total Nacional,CEREZAS,931.26,5250.7,5.64,0.0,0.02,-28.751004169695115,-82.48356640779431,-13.119232506614468,-73.47711887651545
08-2020,2020,8,Total Nacional,UVAS,7799.39,20798.26,2.67,0.0,0.18,42.83681448991365,-14.65095886471168,46.74409005760892,-3.5479917329669415
08-2020,2020,8,Total Nacional,KIWI,7943.37,30698.2,3.86,0.0,0.18,9.429540880217218,-10.649258250821015,25.931568793229985,-5.780803037043534
08-2020,2020,8,Total Nacional,PATATAS FRESCAS,74085.89,66028.82,0.89,0.0,1.67,-1.8843124190573601,4.786192132949615,-9.318086743613762,23.272577674242232
08-2020,2020,8,Total Nacional,T.HORTALIZAS FRESCAS,217270.54,409019.27,1.88,0.0,4.9,-2.9057202005159213,5.0869597171605,0.048243485111526666,13.216706473154078
08-2020,2020,8,Total Nacional,T.FRUTAS FRESCAS,401113.71,594976.88,1.48,0.0,9.04,3.4265880427995645,2.833386841490381,17.29717795483615,-2.9104850057385967
09-2020,2020,9,Total Nacional,TOMATES,64894.57,115161.0,1.77,0.0,1.46,-0.7112666951756745,-6.0339479660045905,6.861495120009348,-5.737947249371537
09-2020,2020,9,Total Nacional,CEBOLLAS,29660.96,36335.52,1.23,0.0,0.67,17.3948526833315,-15.900497154741078,15.220201092602279,-4.094276503862291
09-2020,2020,9,Total Nacional,LECHUGA/ESC./ENDIVIA,15879.52,43313.25,2.73,0.0,0.36,6.955338061153628,7.1990879297261205,5.9052865536540855,5.635570827937224
09-2020,2020,9,Total Nacional,PIMIENTOS,27633.09,59697.46,2.16,0.0,0.62,12.881837411140515,-3.9825063737987847,28.147579056145407,3.292321589602158
09-2020,2020,9,Total Nacional,JUDIAS VERDES,6688.37,25314.37,3.78,0.0,0.15,-12.823082878660308,-20.70835787885364,-5.29543210712527,-13.04103266138424
09-2020,2020,9,Total Nacional,COLES,5498.32,6273.87,1.14,0.0,0.12,14.978304283727681,31.83170268429919,12.28583547654459,33.11185387596992
09-2020,2020,9,Total Nacional,NARANJAS,26007.96,47716.38,1.83,0.0,0.59,-6.012424245709521,-4.121716015367295,31.47304515444293,-9.912945313810887
09-2020,2020,9,Total Nacional,MANDARINAS,5970.46,12196.5,2.04,0.0,0.13,53.719757259931164,3.8897225409715372,66.82419207248267,3.2536744715497696
09-2020,2020,9,Total Nacional,LIMONES,9375.09,18656.68,1.99,0.0,0.21,6.948323066392883,-2.1291323813458165,18.913930129139548,-19.534446229806335
09-2020,2020,9,Total Nacional,PLATANOS,44651.93,73126.22,1.64,0.0,1.01,5.545895706725106,10.88349130573011,12.115956552016188,2.5980579530957755
09-2020,2020,9,Total Nacional,MANZANAS,36432.66,58578.08,1.61,0.0,0.82,13.804086964588997,-2.1412558178491214,21.0356428385173,-11.00892110311517
09-2020,2020,9,Total Nacional,PERAS,20333.21,34857.81,1.71,0.0,0.46,14.455927633393568,-17.163303246816536,20.864223086516954,-11.074360849676179
09-2020,2020,9,Total Nacional,MELOCOTONES,25601.73,55878.9,2.18,0.0,0.58,-15.807268235702674,-0.5014766829375619,11.862570483514867,1.8748680758292482
